     ,RNTI ,numDLTotal ,numDLnew ,numReTx_DL ,avgMCS_DL ,numULTotal ,numULnew ,numReTx_UL ,avgMCS_UL ,DL_throughput (bits) ,DL_goodput (bits) ,UL_throughput (bits) ,UL_goodput (bits) ,TTI ,PulseBWoffset ,numRBs ,NumFrames ,prf  ,FreqOffset ,PulseWidth             ,BW       ,numPulses ,pulseIdxOffset_ms
1374 ,  15 ,        43 ,      20 ,        23 ,    21.93 ,         8 ,       4 ,         4 ,    20.25 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,8.259999999999999e-05  , 2000000 ,        1 ,                0
1375 ,  16 ,        42 ,      19 ,        23 ,    21.14 ,         9 ,       4 ,         5 ,    17.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,8.259999999999999e-05  , 2000000 ,        1 ,                0
1376 ,  17 ,        43 ,      19 ,        24 ,    22.0  ,         9 ,       4 ,         5 ,    21.0  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,8.259999999999999e-05  , 2000000 ,        1 ,                0
1377 ,  18 ,        46 ,      20 ,        26 ,    20.87 ,         8 ,       4 ,         4 ,    19.5  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,8.259999999999999e-05  , 2000000 ,        1 ,                0
1378 ,  19 ,        41 ,      18 ,        23 ,    21.15 ,         7 ,       3 ,         4 ,    18.71 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,8.259999999999999e-05  , 2000000 ,        1 ,                0
1379 ,  20 ,        42 ,      19 ,        23 ,    20.02 ,         9 ,       4 ,         5 ,    20.56 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,8.259999999999999e-05  , 2000000 ,        1 ,                0
1380 ,   1 ,        47 ,      19 ,        28 ,    22.34 ,        11 ,       3 ,         8 ,    24.0  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1381 ,   2 ,        42 ,      17 ,        25 ,    21.36 ,        12 ,       3 ,         9 ,    23.25 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1382 ,   3 ,        43 ,      19 ,        24 ,    21.02 ,        12 ,       3 ,         9 ,    23.58 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1383 ,   4 ,        44 ,      19 ,        25 ,    21.84 ,        12 ,       3 ,         9 ,    24.25 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1384 ,   5 ,        40 ,      16 ,        24 ,    21.78 ,        10 ,       3 ,         7 ,    23.5  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1385 ,   6 ,        47 ,      17 ,        30 ,    23.04 ,         8 ,       2 ,         6 ,    26.5  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1386 ,   7 ,        45 ,      17 ,        28 ,    23.27 ,         8 ,       2 ,         6 ,    23.62 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1387 ,   8 ,        52 ,      16 ,        36 ,    23.35 ,         8 ,       2 ,         6 ,    23.12 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1388 ,   9 ,        49 ,      18 ,        31 ,    22.37 ,         9 ,       3 ,         6 ,    23.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1389 ,  10 ,        43 ,      16 ,        27 ,    22.63 ,        12 ,       3 ,         9 ,    23.75 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1390 ,  11 ,        42 ,      17 ,        25 ,    22.43 ,         8 ,       2 ,         6 ,    22.62 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1391 ,  12 ,        50 ,      17 ,        33 ,    23.56 ,         9 ,       3 ,         6 ,    23.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1392 ,  13 ,        47 ,      17 ,        30 ,    21.72 ,        12 ,       3 ,         9 ,    21.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1393 ,  14 ,        47 ,      16 ,        31 ,    22.81 ,        11 ,       3 ,         8 ,    21.55 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1394 ,  15 ,        49 ,      18 ,        31 ,    23.49 ,        12 ,       3 ,         9 ,    22.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1395 ,  16 ,        49 ,      17 ,        32 ,    22.94 ,        12 ,       3 ,         9 ,    22.0  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1396 ,  17 ,        45 ,      17 ,        28 ,    22.82 ,        12 ,       3 ,         9 ,    22.17 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1397 ,  18 ,        45 ,      17 ,        28 ,    22.51 ,         9 ,       3 ,         6 ,    22.89 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1398 ,  19 ,        41 ,      17 ,        24 ,    21.71 ,         9 ,       3 ,         6 ,    23.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1399 ,  20 ,        46 ,      17 ,        29 ,    23.11 ,         8 ,       2 ,         6 ,    23.38 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2560 ,  25000000 ,9e-06                  , 2000000 ,        1 ,                0
1400 ,   1 ,        86 ,      30 ,        56 ,    24.19 ,        20 ,       6 ,        14 ,    26.4  ,              137344 ,            42880 ,               41568 ,            11696 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1401 ,   2 ,        86 ,      30 ,        56 ,    24.12 ,        20 ,       6 ,        14 ,    26.3  ,              126624 ,            39072 ,               40384 ,            11408 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1402 ,   3 ,        99 ,      34 ,        65 ,    24.44 ,        20 ,       6 ,        14 ,    26.7  ,              149632 ,            45072 ,               39520 ,            11216 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1403 ,   4 ,        84 ,      31 ,        53 ,    24.33 ,        19 ,       6 ,        13 ,    26.68 ,              126344 ,            40616 ,               39800 ,            11824 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1404 ,   5 ,        90 ,      32 ,        58 ,    24.11 ,        20 ,       6 ,        14 ,    26.25 ,              131792 ,            42536 ,               39776 ,            11280 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1405 ,   6 ,        80 ,      30 ,        50 ,    24.08 ,        20 ,       6 ,        14 ,    26.7  ,              118792 ,            38576 ,               37600 ,            10736 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1406 ,   7 ,        96 ,      35 ,        61 ,    24.56 ,        16 ,       5 ,        11 ,    26.75 ,              150952 ,            49040 ,               33344 ,             9672 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1407 ,   8 ,        81 ,      29 ,        52 ,    23.96 ,        15 ,       5 ,        10 ,    26.47 ,              119768 ,            38880 ,               29592 ,             9000 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1408 ,   9 ,        90 ,      31 ,        59 ,    24.4  ,        19 ,       6 ,        13 ,    26.58 ,              135120 ,            43552 ,               34104 ,            10128 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1409 ,  10 ,        85 ,      31 ,        54 ,    24.4  ,        18 ,       6 ,        12 ,    26.61 ,              125296 ,            42304 ,               32624 ,            10128 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1410 ,  11 ,        90 ,      30 ,        60 ,    23.7  ,        18 ,       6 ,        12 ,    25.78 ,              123896 ,            39584 ,               34960 ,            11088 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1411 ,  12 ,        87 ,      31 ,        56 ,    24.47 ,        15 ,       6 ,         9 ,    26.47 ,              138392 ,            43520 ,               27632 ,             9896 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1412 ,  13 ,        87 ,      31 ,        56 ,    23.71 ,        18 ,       6 ,        12 ,    25.89 ,              126096 ,            41896 ,               34960 ,            10960 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1413 ,  14 ,        91 ,      32 ,        59 ,    23.96 ,        17 ,       5 ,        12 ,    26.06 ,              143888 ,            45912 ,               35944 ,            10504 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1414 ,  15 ,        87 ,      31 ,        56 ,    24.22 ,        20 ,       6 ,        14 ,    26.5  ,              131552 ,            42480 ,               38688 ,            11280 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1415 ,  16 ,        86 ,      29 ,        57 ,    24.19 ,        16 ,       5 ,        11 ,    26.12 ,              125768 ,            41192 ,               33088 ,             9416 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
1416 ,  17 ,        92 ,      30 ,        62 ,    24.15 ,        19 ,       5 ,        14 ,    26.05 ,              134752 ,            40176 ,               36920 ,             9768 ,  7 ,      5000000 ,    51 ,        5 ,4000 ,   5000000 ,6e-06                  , 5000000 ,        1 ,                0
